,Motion/Topic,MP Response
11624,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Mundubile Mr Chairperson instance I put head guillotine I punished That substantiated The facts I given stand change May I allowed continue
11625,THE DEPUTY CHAIRPERSON OF COMMITTEES,The Deputy Chairperson For continue I want withdraw allegations substantiate You lay evidence Table So I allow I preside mislead Zambian public If substantiate laying evidence Table I allow proceed
11626,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Mundubile Mr Chairperson I unfair Zambian people hon Members uncomfortable facts
11627,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Mundubile I sell soul I back apologise withdraw truth I Leader Opposition Member Parliament Mporokoso I elected come speak truth I challenge anyone The facts I laying Table stand I
11628,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Mundubile Let us trivialise decorum House Why trivialising decorum House If going call every debate every juncture someone dispute
11629,THE DEPUTY CHAIRPERSON OF COMMITTEES,The Deputy Chairperson Hon Leader Opposition I guide debate guided You substantiated allegations levelled free debate wish guided stick guidance
11630,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Mundubile Mr Chairperson Ministry Youth Sports Art paid aeroplane never arrived It paid colossal sums money aeroplane never arrived That corruption talking So going forward embark fight corruption must ensure things expected us Zambian people
11631,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Chairperson regards situation Copperbelt concerning Mopani Copper Mines MCM Konkola Copper Mines KCM United Party National Development UPND whilst Opposition said plan two mines I Copperbelt days ago I almost broke I saw people Copperbelt suffering two mines The manoeuvres coming decisions made concerning mines may transparent I want ACC take interest Remember earlier I talked meticulous methodical
11632,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Mundubile involves policy legislation going forward let us widen concept fight corruption Let us trivialise subject I hope hon Members seated including hon Ministers know enlarged definition corruption learn stay away
11633,THE DEPUTY CHAIRPERSON OF COMMITTEES,I thank Mr Chairperson
11634,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Mposha Mr Chairperson I rise serious point order arising misleading statement Leader Opposition
11635,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Chairperson hon Member misleading country Ministry Youth Sports Arts paid aeroplane never arrived However inthe public domain another aeroplane picked team eventually played
11636,THE DEPUTY CHAIRPERSON OF COMMITTEES,Hon Members debate whilst environment uncoordinated I choice ask go
11637,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Mposha Mr Chairperson public domain discovered aeroplane paid faulty replaced eventually players picked beat Comoros
11638,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Chairperson guided hon Members several times avoid bringing misinformation Floor House Is hon Member order mislead House country large provide false information
11639,THE DEPUTY CHAIRPERSON OF COMMITTEES,I seek serious ruling Mr Chairperson
11640,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Mundubile Leader Opposition order peddle falsehoods mislead House country large
11641,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Samakayi Mwinilunga Mr Chairperson thank much giving people Mwinilunga opportunity contribute debate important Vote Commission ACC
11642,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Chairperson first understand definition corruption We need taught We game long time Corruption simply dishonesty fraudulent behaviour holding public office That definition corruption
11643,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Chairperson globally concern corruption It affecting nations people grappling find systems mechanisms reduce incidences corruption public private institutions We game long time course made much progress especially last ten years There little effort fighting corruption Corruption involves politicians well state officers especially comes management financial resources I happy President put fight corruption agenda I think clear look budget The budget increased 59 per cent If allocations past years allocations 2023 gives indication Government serious fighting corruption
11644,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Chairperson President stated fight corruption happened last ten years happening Not everyone angel corruption may take place tomorrow thePresident said fight corruption happened past happening whichwill happen future The President needs support us House generally people The people want officers politicians prudently manage resources
11645,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Chairperson left talked corruption happening Patriotic Front PF We also said order us put robust coherent systems fight corruption needed enact law We asked colleagues bring Bill life style audit refused
11646,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Samakayi Mr Chairperson former stood vehemently opposed bring Billon life style audit I urge ACC initiate aBill life style audit hon Minister Justice bring House
11647,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Chairperson games fighting corruption It matter whether left rightof Speaker For long President said wants fight corruption support There need people offices like politicians state officers fill formslisting properties liabilities After must file list judges There system If I report today net worth K9 million five three years later I K25 30 million There system check How I moved K9 million K30 million K35 million There system So law declaration assets moribund far I concerned mechanisms check people accumulating wealth That advocating lifestyle audit bill brought
11648,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Samakayi Mr Chairperson quiet Those gone quiet audit bill It brought It interest public bill must brought House pass monitor accumulation wealth
11649,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Chairperson corruption eating development country We need support people involving corrupt practices Whether done ten years ago two years ago Patriotic Front PF United Party National Development UPND account People must learn account holding public offices
11650,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Chairperson ACC supported Vote The Government supporting increasing budget I seen strategies put place quite good I think get somewhere
11651,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Wamunyima Nalolo Mr Chairperson thank much allowing debate Commission ACC
11652,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Chairperson first kudos achievement mentioned Policy Statement 284 concluded cases K66 million recovered However concerning onlyeight convictions year 2021 made
11653,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Chairperson worrying crusade corruption continues amplified one year convicted eight people This concerning Numbers lie Zambia ranked 117th 180 countries Corruption Perceptions Index scoring 100 It means country corruption continues remain pervasive people Where ugly face corruption shows face deprives generations resources income
11654,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Chairperson ACC experienced much reform since formation Therefore even increases budget must improvement policy Over year New Dawn Government took power fight corruption leaves much desired I give example 2021 Auditor General Report On page 277 says July 2017 Ministry Defence signed contract joint stock company supply one super jet aircraft Zambia Air Force contract sum US 49 million As July 2022 supplier paid US million leaving balance US million jet delivered
11655,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Wamunyima Mr Chairperson one many issues Audit Report So question From 2017 2022 ACC It commendable increase funding must address happening The reason ACC 100 cases today successive Governments focus past corruption Corruption must practically addressed taking place If ACC hears census people complaining corruption census must take keen interest In Constituency 2022 Census Population Housing marred corruption I evidence wrote effect
11656,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Chairperson Parliament must depart trend debated please question We must factual The fight corruption reached stage take pride
11657,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Wamunyima Mr Chairperson trivialise fight When look issues ACC lot work I mentioned example million paid There several issues ACC funded budgetary allocation increasing There must practical steps commit order increase convictions Part reason New Dawn Government elected based narrative PF corrupt Some cases seen mostly technocrats
11658,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Chairperson people appear ACC politicians technocrats Controlling officers directors signing things pursued aggressively politicians It questions morality integrity fight corruption Is pay back If truly genuine fight corruption must begin seeing procurement committees werefloating Public Procurement Act 2020 summoned ACC
11659,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Chairperson situation US million paid jet delivered still discussing 50 X 50 plot reporting
11660,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Chairperson serious fight corruption say 50 X 50 plot obtained We need serious When look report Ministry Defence disaster The ministry went company buy Toyota Mark X quoted It went another company
11661,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Chairperson fight must devoid political influence The ACC must used settle political scores Let people cited picked If politicians also list Let money recovered
11662,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Chairperson I agree K66 million recovered good sign need intensify fight The practicability fight corruption needs improved I also need see clubs schools The late Levy Patrick Mwanawasa introduced clubs secondary schools Are clubs still The ACC used sponsor student debates corruption So community sensitisation corruption prevention must extended primary secondary schools way promoting dancing club though know helping us We also Junior Engineers Technicians Scientists JETS club
11663,THE DEPUTY CHAIRPERSON OF COMMITTEES,I thank Sir
11664,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Nyambose Chasefu Mr Chairperson thank much giving special people Chesefu opportunity add voice important matter I would failing duties I state country rich This country rich leaders correct thing country remain poor
11665,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Chairperson heart breaks talk corruption taken away resources building clinic Chasefu My heart breaks talk corruption taken away resources improve lives people country That money could spent inputs people The current leadership demonstrated wants fight corruption make country better fighting We going save country Let us take advantage existing political If leader comes says fight corruption back stated policy statement take advantage ask Everyone debated need put end corruption However I convinced none us left everyone taken jail people Zambia unfair deal
11666,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Chairperson starts us politicians We make laws Commission ACC officers merely operatives If political us politicians never anything country continue suffering If leadership thinking right resources country go waste As brother whose name I want mention indicated truth people Zambia made decision know one reasons rampant corruption
11667,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Nyambose Now political Why fear audited Let truth come If innocent never prosecuted Do worry ask ACC come audit If I stolen nothing come Zambians wondering corruption gone deeper nerve centre country even constituencies
11668,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Chairperson I want thank Government President giving us many resources given people saying ah
11669,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Nyambose I coming related corruption Many us demonstrating following K27 million utilised I speak constituency
11670,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Nyambose Mr Chairperson corruption gone every institution So Government needs support ensure start fighting genuinely effectively It painful fact country needs fresh beginning
11671,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Chairperson one great person used boss may soul rest peace Mr Eddie Nason Mumba told society sleep We may shouting making comments tomorrow catch us So leadership duty make difference In past corruption brothers got anything jailed
11672,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Nyambose Sir indulging corruption also jailed If set precedent amongst Zambians see need indulging corruption That beginning So onus us leadership We come debate group I support President Hakainde Hichilema policies values
11673,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Nyambose If fighting old current corruption audit deeper The officers ACC take advantage political We increased budget I support officers demonstrate commitment fighting corruption taking action They start us hon Members following us people put us House start fearing We must account The fight corruption issue accountability When I House I account I come That Zambians brought Government We need account Many things happening ministries country So things see anyone example
11674,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Nyambose No one spared one spared left right We need bring change country
11675,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Chairperson increase budget ACC must take advantage political follow person
11676,THE DEPUTY CHAIRPERSON OF COMMITTEES,Mr Nyambose Mr Chairperson fear clean People carrying stashes money right saying eating If work fail eat The people Chasefu ones crying need fertiliser
